	business_id	date	review_id	stars	text	type_x	user_id	votes_x	average_stars	compliments	elite	fans	friends	name	review_count	type_y	votes_y	yelping_since
10	mVHrayjG3uZ_RLHkLj-AMg	2013-10-20	KAkcn7oQP1xX8KsZ-XmktA	4	"This place was very good. I found out about Emil's when watching a show called ""25 Things I Love About Pittsburgh"" on WQED hosted by Rick Seback. This place ain't a luxurious restaurant...it's a beer & a shot bar / lounge. But the people are friendly & the food is good. I had the fish sandwich which was great. It ain't in a great part of town, Rankin, but I've been in worse places!! Try this place."	review	uK8tzraOp4M5u3uYrqIBXg	{u'funny': 0, u'useful': 1, u'cool': 0}	3.84	{}	[]	2	[53wSMIztehsjP-vJZBS54A, CXhOU5apSRSTtEUiyoqH3Q]	Robin	46	user	{u'funny': 2, u'useful': 36, u'cool': 5}	2013-05
11	k1A8pNspBPinGDivxkuDSA	2013-11-08	3PqxM6TD-MHsofAIqOoMKw	4	"If you love Pittsburgh sports & classic Pittsburgh food / beer, you will love this place!  First, the atmosphere is great because you're surrounded by Pittsburgh sports memorabilia.  The food is excellent. I've gone here for lunch many times & have always loved my meal.  Today I had the special: clam-chowder soup, tuna fish sandwich, & tater-tots. Yum!!

Friendly service & reasonable prices!"	review	uK8tzraOp4M5u3uYrqIBXg	{u'funny': 0, u'useful': 0, u'cool': 0}	3.84	{}	[]	2	[53wSMIztehsjP-vJZBS54A, CXhOU5apSRSTtEUiyoqH3Q]	Robin	46	user	{u'funny': 2, u'useful': 36, u'cool': 5}	2013-05
12	YssP-_6iP0SLBsqUQGs6rQ	2013-11-23	Ad5d2XiW3wC6SdP8XK7_Jg	5	"We ate here for the first time this week. It was truly an awesome dining experience. 4 courses unlike anything I've ever experienced. Our waiter, Tim, was very patient and walked us through the entire process of using the fondue pot.

We started with cheese fondue & dipped bread, veggies, and Italian meats in it! Yum! Then our salads; I had Caesar and somehow it was one of the best salads I have ever had. Our main courses were packed with lobster, shrimp, steak, chicken, and potatoes which we dipped in the fondue pot of courses, with additional dipping sauces!  You gotta get desert - trust me!! Chocolate fondue...dipping graham crackers, marshmallows, Rice Krispy Treats.....oh we were so full of delicious food.

This place is not cheap, but if you want a one-of-kind dining experience, try the Melting Pot!"	review	uK8tzraOp4M5u3uYrqIBXg	{u'funny': 0, u'useful': 1, u'cool': 0}	3.84	{}	[]	2	[53wSMIztehsjP-vJZBS54A, CXhOU5apSRSTtEUiyoqH3Q]	Robin	46	user	{u'funny': 2, u'useful': 36, u'cool': 5}	2013-05
13	BacrktTHhhr_LRXCJY_S-w	2013-07-22	Rn3iTrOMobkDXeO19dUMYQ	5	"There are so many things to love about Kennywood! First & foremost, the rides are great! The coasters are terrific. The classic ones like the Jackrabbit, The Racer, & the Thunderbolt have been there for years and never get old...Some of the best wooden coasters you will ever ride! The Phantom's Revenge & Skyrocket are top notch steel coasters. And of course, the true daredevil will ride the Skycoaster! Other classic rides never get old: Kangaroo, Paratrooper, Merry Go Round, Pirate Ship.

The food...Potato Patch fries are a must cause they are the best in the world!! Corn dogs are yummy too!  You can also bring food & drink into the park and picnic, which is awesome!!

This is truly one of the best amusement parks in America!!"	review	uK8tzraOp4M5u3uYrqIBXg	{u'funny': 0, u'useful': 1, u'cool': 1}	3.84	{}	[]	2	[53wSMIztehsjP-vJZBS54A, CXhOU5apSRSTtEUiyoqH3Q]	Robin	46	user	{u'funny': 2, u'useful': 36, u'cool': 5}	2013-05
14	UsFtqoBl7naz8AVUBZMjQQ	2014-03-29	0Lua2-PbqEQMjD9r89-asw	3	We checked this place out this past Monday for their wing night. We have heard that their wings are great and decided it was finally time to check it out. Their wings are whole wings and crispy, which is a nice change of pace. I got their wet Cajun sauce and garlic butter wings. The Cajun did not have a bold enough flavor for me and their sauce is too thin. The sauce was also thin for the garlic butter, but that is more expected. They were better than average, but I don't like seeing all the sauce resting at the bottom of the boat. I would definitely come try this place out again to sample some of the other items on the menu, but this will probably not become a regular stop for wings anytime soon.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
15	1qCuOcks5HRv67OHovAVpg	2013-07-02	jqDpTYuOaluKUasBxJ_sVQ	1	Before today I probably would have given this place three stars based mostly on their beer selection; however, today the service was terrible. We waited two hours for a pizza sub, French onion soup, fries, and buffalo chicken tenders. About an hour and a half in we finally got the small pizza sub and the wrongly made buffalo chicken tenders (ie, no hot sauce). We were told by the waitress that she realized it was wrong, but decided to still bring it out to see if my gf would eat it. She sent it back. By a half hour later, we still had not received the buffalo chicken tenders, nor the French onion soup (which should have been mostly made already), and no fries.  We were told the chef was new, but no effort was made really to make the situation better. No quick and easy app or beers on the house. To boot, the beer was pretty expensive. I will probably give the place another chance based on their beer selection, but it won't be for a while. The food has always been average at best, and the pizza sub was no different. We ended up leaving after two hours without receiving 75% of our order.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
16	1qCuOcks5HRv67OHovAVpg	2015-02-07	dmWfREpeJDfF7Y7iNNYkBw	3	Came back tonight after a hiatus and missing out on getting food from the Franktuary truck at Voodoo Homestead. I was going to get a burger until I saw on the back of the menu that they do prime rib on Saturday evenings. For $19 you got a large cut of meat, which was pretty tasty, a large side salad, and I chose a loaded baked potato for the side. They were a little chintzy with the sides. The prime rib came with no horseradish sauce or au jus. I asked for a horseradish sauce, which they had, but the container was so small I had to ask for another. It was a similar situation with the large side salad. It was pretty big, and required at least a second side of dressing. The food was all pretty good, with the prime rib taking the lead and the baked potato bringing up the rear. As always, the beer selection was pretty solid and I really enjoyed my East End Brewery Monkey Boy.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
17	IxQ1ATP_Wg_QujO9nywzcQ	2014-03-29	SezsIlAgRo4C2YWm5iVMCQ	4	I really like this place. It has a neat atmosphere where the entrance has a nice bar and then there are a few other rooms that have the feeling of a living room or dining room. I really enjoy their brunches, but their pretzels are amazing. The one thing I don't like, which is a bit disappointing, is their potato pancakes. They are a little lumpy and not quite fried enough. With that said, it is definitely worth the visit.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 1}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
18	OjzR6hUYasFReo0vhVn0-w	2014-03-29	FPPhUgyQPJYcKwbok-8RIQ	4	Went here a couple Fridays ago to go to for lunch. Pretty cool place and the food was pretty good. I had the sausage platter, sauerkraut, coleslaw, and red cabbage...mmmmm! I can't wait to go back and try some other dishes. My only complaint is that the beers were a little small.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 1, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
19	Z-BI5HJmC2HcpiVuXwVM3A	2015-10-16	bXSqmLliW8NPijldDTP0vw	2	"This is definitely one of those places that rates highly on yelp for reasons I do not understand and makes you wonder how it could be a 4 star place. Now I'm not Peruvian and don't pretend to be an expert; however, I was somewhat recently in Peru for 10 days, including a few locations far from Lima. I also have a Peruvian sister-in-law, so I've tried homemade and authentic restaurant-style Peruvian food. 

None of the food here even sound Peruvian to me nor reminded me of Peruvian flavors. Where is the plethora of varieties of potatoes? Even Waffles Incaffeinated has mult-colored breakfast potatoes. A couple dishes seem like they could be inspired from some Latin American influences, but again, nothing like what I was expecting from my experience. With all that said we tried all 5 flavors of the empanadas they offered. They were OK at best and that was about as far as the line got pushed when it came to the main dishes. I tried the Tortilla de Papa, which was ok, but a little bland. The rice it came with was plain and the salad's dressing did not pack enough punch for me.

I see some other comments say that this is a hidden gem, but it is on the second floor above a deservedly better restaurant . This place also doesn't even look like a restaurant as it seems to be part market with all sorts of random knickknacks for sale. No where near as appealing as a Cracker Barrel.

Lastly, I saw a few comments say this is the best Peruvian restaurant in the city. I can't even understand how people came to that conclusion. I know there isn't a lot of options for this ethnicity, but Chicken Latino is miles better than this for starters."	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 1, u'useful': 1, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
20	Ln34kwDUNZPLhVhUqauLWQ	2015-01-11	2-AesyWtKlrDOHNBoPDumQ	3	"Went here today for a wedding and it was really nice. The service was nice and attentive. The coffee was decent and the lemonade was pretty tasty too. 

For a meal we had a salad with house Italian dressing which was very good. The mixed vegetables were steamed, could've used some seasoning and were frozen I believe. The potato dish was like a peeled baked potato that was sliced every quarter inch widthwise and had some sort of seasoning on top. It was ok, but I really just wanted sour cream, cheese, and bacon on top of it. Then, there was a tenderized breaded chicken dish that was pretty good. Lastly, but my favorite as well, was their eggplant Parmesan with red sauce. I believe it was homemade, but I'm not positive. Regardless, it was very good!"	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 1, u'cool': 1}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
21	bwu0cUZfksuu-uzTPrrl2A	2014-12-22	KnVEIv3vyiBr-N2fvmpGkA	3	I went here for lunch the other day. I had the shrimp etoufee, which was a little pricey for lunch at $13.50. I was hoping it was going to be a decent size portion, but it was on the smaller side. It was pretty good, but it was small and there wasn't much shrimp in it. I had a feeling it was going to be a smaller entree, so I went ahead and ordered a side of fries to get started. I should have asked first, but I didn't, and go figure, the fries are frozen (ie, not hand-cut). Personally, I feel, restaurants at this price range should be serving hand-cut fries standard. They do have Frank's hot sauce though, which is a plus always. I did not have any beer this day, so this review is only for the food. Service was decent, though I did have to ask for water a couple times before I got a refill at one point.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
22	oMpjrR6UCZgx7cq8CvmKsg	2015-01-18	PYq-KOGtL0FBNftoceC_IQ	3	I went and got pick up here last night. I went with a special they had on their website--the family special. For $25.50 we got a choice of a large plain cheese pizza, a full hoagie , a dozen wings and a choice of a half Galton turners tea or a 2 liter of soda. We went ahead and did half meatball and half pepperoni on the pizza, which was decent for pizza. Then, we got the Philly cheese steak, which was good, but a little light on the inside. Next, we got a dozen of the sweet and tangy wings. We liked these better than the additional dozen of mild wings we got. Lastly, we got the fires and cheese. The fries were nothing special, but just standard frozen fries with cold cheese. They forgot the ranch we ordered and they only have one phone line, which ended up taking like ten minutes to take my credit card between timing out and taking phone orders. I would give this place another chance at some point, but it was a bit underwhelming the first time around.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
23	XO_WxRfD9OAQ6l1FRuoUNg	2014-04-28	oLZfQRLu1Wu5miI3oRYhTA	2	Decided to check this bakery out this past weekend and was less than impressed. Upon entering the store I was expecting to be welcomed and asked to be helped. Instead there were four ladies behind the counter staring blankly at my girlfriend and I. So, we both said hello and I gave them a lead in saying that we have never been to their bakery. Was sort of expecting one of the ladies to take the reins and make some suggestions or ask us what we are interested in or possibly even offer us a sample. Nope, instead they didn't get the hint. Eventually, we got one of them to work with us. We asked a few questions about if any of the cookies were soft, and were given us less than impressed, blah answer of no. Then we saw a little chocolate cake and asked if was like a Ho-Ho (which is what they sort of looked like) and was told that it was not like a Ho-Ho. We ended up getting a raspberry tart cookie, raisin cookie, and two of the little chocolate cakes. Price was good at less than $3 for all four items. The chocolate cakes tasted pretty similar to Ho-Hos...The raisin cookie was hard and gross. I immediately spit it out and gave the rest to our dog. The other cookie was OK. I've heard the doughnuts are good, so I'd probably be willing to give this place another shot, so long as I got something different.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
24	6c2pWWtdQZA3w5raX6k-dg	2014-04-23	OdwBV3AkP9sm3AxgDmuX2A	5	Great place to get a basic haircut at a fair price! The barbers are like local historians and seem to know something about everybody in town. You might have to wait a bit sometimes to get a haircut, seeing as there is normally only one or two guys working, but the wait normally goes by fast.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
25	-vVQyTVHitF6TOHGijVXxQ	2015-07-13	FKK4tBpXVFohikGWwixDrw	4	"I'm going to first say i've been going to Fat Heads for over 10 years and love the place for the most part. I normally go for their wings, though some of their sandwiches are pretty good too. I will say the quality of the wings can be a miss sometimes. The spicy parm particularly aren't consistent, but when they are done right, they are awesome. The wings are really only affordable on wing nights, but they are a bit pricey even on wing nights these days.

Now, I went here last night with a few people, and I will have to repeat what others have been saying recently. Immediately we noticed their menu is drastically different.  A full two sided page is missing from the menu. They have even less wing flavors (they didn't have many to begin with). The menu is actually even smaller if you pay attention, because there are actually new items on the menu. Why such drastic changes?

We started off with the bacon cheese fries, which are every bit as delicious as they normally are loaded with thick, real bacon bits; however, the portion is smaller than it used to be. I had one of the few burgers, which was pretty good as well, but a new one to me. Not sure if I would order the Kim Jong Moo again. The lady got the spicy parm wings, which were good, but could have used more parm (again hit or miss).

A friend ordered the new, we believe, ""original buffalo cauliflower"", which was barely cooked cauliflower drowning in hot sauce. It was neither deep fried or topped with blue cheese, in our opinions, as the description stated. Super pricey at $9 as well for about 10 pieces of cauliflower. Pretty dissappointing and the waiter offered no sympathy when we mentioned our dismay with them.

Finally, this place has been under renovation for the better part of this year and I wonder if it will ever be finished. Please finish the new bathrooms soon, as the current ones are pretty foul. I'll give them a 4 for now, but with recent changes and increased prices, I'm starting to think this place might become mediocre and a 3. There are still good things on the menu for sure, but the changes leave me miffed a bit."	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
26	Q4ULAiIE2qCA4RYplCTrUQ	2014-03-29	Hemfg9NKZ24bKkGvqnqs5g	4	I love Primantis and this location has some characters working there. My only problem with this location is that their fries on the sandwiches almost always seem to be undercooked.	review	I_47G-R2_egp7ME5u_ltew	{u'funny': 0, u'useful': 0, u'cool': 0}	3.18	{u'hot': 1}	[]	1	[DsN2dJ6SnTEACr1qC5zpGg, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, NTQkWYICzFE2OrJLvDIKGg, L_Xi7cNe1heZd5hfQE_gQQ, 4DrkZqFqLcyRcLWuQUXFeQ]	Kevin	47	user	{u'funny': 8, u'useful': 46, u'cool': 10}	2011-11
27	UsFtqoBl7naz8AVUBZMjQQ	2014-10-29	7N9j5YbBHBW6qguE5DAeyA	1	Wing sauce is like water. Pretty much a lot of butter and some hot sauce (franks red hot maybe).  The whole wings are good size and crispy, but for $1 a wing the sauce could be better. The hot and extra hot are about the same flavor/heat.  The fish sandwich is good and is a large portion, sides are decent.	review	PP_xoMSYlGr2pb67BbqBdA	{u'funny': 0, u'useful': 0, u'cool': 0}	3.0	{}	[]	0	[]	Mike	2	user	{u'funny': 0, u'useful': 0, u'cool': 0}	2014-10
28	UsFtqoBl7naz8AVUBZMjQQ	2014-11-28	mjCJR33jvUNt41iJCxDU_g	4	"Cold cheap beer. Good bar food. Good service. 

Looking for a great Pittsburgh style fish sandwich, this is the place to go. The breading is light, fish is more than plentiful and a good side of home cut fries. 

Good grilled chicken salads or steak.  Soup of day is homemade and lots of specials. Great place for lunch or bar snacks and beer."	review	JPPhyFE-UE453zA6K0TVgw	{u'funny': 0, u'useful': 0, u'cool': 0}	4.21	{u'funny': 5, u'plain': 9, u'writer': 14, u'note': 2, u'hot': 9, u'more': 1, u'cool': 14}	[2014, 2015]	7	[fwsJGulnozT2U6FefsLiFw, Dsh4UCo9ny0XCrEJaF4aKg, kpIBCCozTB0J0d3SZJfjhw, 9OZH1Ecw-qUkCW5MS0NefA, 9cCTmiJ7hz35rHIdr8n9kA, UD7Y1CqfY6mDmRwIuCf6nA, nEYPahVwXGD2Pjvgkm7QqQ, 6xS41eiB_7MHNjT411-0Cg, ZDsneygztCiyFpkwSV0oTQ, r2C9y_0eVE6G80q0GxW8KQ, 6Mflt7fworNLu031TDrDSA, EaygcD0k9Q4G01FAVcK4cg, yL9aMbRxHoQtcWhefPQNtQ, _mED9wnBvdELs6WCQlU17g, QQacOXfgNDSwTvJyzB1iLA, qbzoEU-SPiGrmO41giYrcQ, lAqoz5QTFxp3GDfpq0McRQ, lT980DTCnqbp0PGWBBXOzg, wCJbSEmMeZ0mAnJRQEyfCQ, jBgZ9v4pJ2LjTY0xVxGQtA, AZCVbJat2-_AVJePjoFZyQ, s_sAdwMW2aimtkrJyi0UCw, Hys6HzKi24j2809kI_7dKA, RxEegiMllenlyhYgJqsTSQ, 2BYGvFAgV87LgIk4EqLtwg, 4htH8kIpBee8XS8L7Y4E3A, vxnURgPJYWP9Ub2Wav8woA, OltbotTvVqaVHooXphbOrA, 55akSAhRhH_cDbfXUiY-6A, OXF2mmi2UNvYBnHe7NnvOg, gCKsWAuo3m2wg_JR8H5CUw]	Molly	146	user	{u'funny': 36, u'useful': 136, u'cool': 70}	2012-06
